,State,Year,Quarter,District_Pincode,Registered_User
0,assam,2023,1,781032,73878
1,assam,2023,1,781022,59721
2,assam,2023,1,781001,54745
3,assam,2023,1,781038,48134
4,assam,2023,1,783380,47759
5,assam,2023,1,781011,44810
6,assam,2023,1,785001,43324
7,assam,2023,1,786001,42577
8,assam,2023,1,782435,40288
9,assam,2023,1,781028,39737
10,assam,2023,2,781032,76617
11,assam,2023,2,781022,62035
12,assam,2023,2,781001,56858
13,assam,2023,2,781038,50048
14,assam,2023,2,783380,49755
15,assam,2023,2,781011,46533
16,assam,2023,2,785001,45031
17,assam,2023,2,786001,44226
18,assam,2023,2,782435,42067
19,assam,2023,2,781028,41323
20,assam,2020,1,781032,33205
21,assam,2020,1,781022,26607
22,assam,2020,1,781001,24106
23,assam,2020,1,781038,21242
24,assam,2020,1,783380,19871
25,assam,2020,1,781011,19355
26,assam,2020,1,785001,19193
27,assam,2020,1,781009,18666
28,assam,2020,1,786001,18552
29,assam,2020,1,781028,17121
30,assam,2020,2,781032,36494
31,assam,2020,2,781022,29237
32,assam,2020,2,781001,26634
33,assam,2020,2,781038,23439
34,assam,2020,2,783380,22873
35,assam,2020,2,781011,21654
36,assam,2020,2,785001,21271
37,assam,2020,2,786001,20738
38,assam,2020,2,781009,19800
39,assam,2020,2,781028,19046
40,assam,2020,4,781032,43335
41,assam,2020,4,781022,34873
42,assam,2020,4,781001,31894
43,assam,2020,4,781038,27985
44,assam,2020,4,783380,27308
45,assam,2020,4,781011,26044
46,assam,2020,4,785001,25298
47,assam,2020,4,786001,24846
48,assam,2020,4,781028,22952
49,assam,2020,4,782435,22802
50,assam,2020,3,781032,39646
51,assam,2020,3,781022,31853
52,assam,2020,3,781001,29045
53,assam,2020,3,781038,25600
54,assam,2020,3,783380,25150
55,assam,2020,3,781011,23762
56,assam,2020,3,785001,23212
57,assam,2020,3,786001,22736
58,assam,2020,3,781028,20913
59,assam,2020,3,781009,20809
60,assam,2019,1,781032,21003
61,assam,2019,1,781022,16624
62,assam,2019,1,781001,15399
63,assam,2019,1,781038,13630
64,assam,2019,1,785001,12724
65,assam,2019,1,783380,12282
66,assam,2019,1,781011,11982
67,assam,2019,1,786001,11437
68,assam,2019,1,781028,10474
69,assam,2019,1,781019,10045
70,assam,2019,2,781032,24543
71,assam,2019,2,781022,19460
72,assam,2019,2,781001,17922
73,assam,2019,2,781038,15681
74,assam,2019,2,783380,14452
75,assam,2019,2,785001,14373
76,assam,2019,2,781011,13970
77,assam,2019,2,786001,13366
78,assam,2019,2,781009,12874
79,assam,2019,2,781028,12313
80,assam,2019,4,781032,30419
81,assam,2019,4,781022,24236
82,assam,2019,4,781001,21980
83,assam,2019,4,781038,19306
84,assam,2019,4,783380,17946
85,assam,2019,4,785001,17515
86,assam,2019,4,781011,17500
87,assam,2019,4,781009,17023
88,assam,2019,4,786001,16755
89,assam,2019,4,781028,15378
90,assam,2019,3,781032,27912
91,assam,2019,3,781022,22162
92,assam,2019,3,781001,20205
93,assam,2019,3,781038,17651
94,assam,2019,3,783380,16289
95,assam,2019,3,785001,16065
96,assam,2019,3,781011,15923
97,assam,2019,3,781009,15432
98,assam,2019,3,786001,15231
99,assam,2019,3,781028,13989
100,assam,2021,1,781032,46783
101,assam,2021,1,781022,37652
102,assam,2021,1,781001,34483
103,assam,2021,1,781038,30260
104,assam,2021,1,783380,29414
105,assam,2021,1,781011,28064
106,assam,2021,1,785001,27259
107,assam,2021,1,786001,26762
108,assam,2021,1,781028,24813
109,assam,2021,1,782435,24658
110,assam,2021,2,781032,49999
111,assam,2021,2,781022,40254
112,assam,2021,2,781001,36847
113,assam,2021,2,781038,32353
114,assam,2021,2,783380,31551
115,assam,2021,2,781011,30045
116,assam,2021,2,785001,29194
117,assam,2021,2,786001,28664
118,assam,2021,2,781028,26557
119,assam,2021,2,782435,26455
120,assam,2021,4,781032,57249
121,assam,2021,4,781022,46108
122,assam,2021,4,781001,42225
123,assam,2021,4,781038,37135
124,assam,2021,4,783380,36481
125,assam,2021,4,781011,34495
126,assam,2021,4,785001,33508
127,assam,2021,4,786001,32892
128,assam,2021,4,782435,30729
129,assam,2021,4,781028,30534
130,assam,2021,3,781032,53594
131,assam,2021,3,781022,43191
132,assam,2021,3,781001,39514
133,assam,2021,3,781038,34724
134,assam,2021,3,783380,34031
135,assam,2021,3,781011,32293
136,assam,2021,3,785001,31327
137,assam,2021,3,786001,30785
138,assam,2021,3,782435,28639
139,assam,2021,3,781028,28555
140,assam,2018,1,781032,7209
141,assam,2018,1,781001,5507
142,assam,2018,1,781022,5418
143,assam,2018,1,781038,4731
144,assam,2018,1,783380,4571
145,assam,2018,1,785001,4526
146,assam,2018,1,781011,4127
147,assam,2018,1,786001,4122
148,assam,2018,1,781009,3639
149,assam,2018,1,781028,3517
150,assam,2018,2,781032,10189
151,assam,2018,2,781022,7914
152,assam,2018,2,781001,7685
153,assam,2018,2,781038,6711
154,assam,2018,2,783380,6411
155,assam,2018,2,785001,6375
156,assam,2018,2,781011,5954
157,assam,2018,2,786001,5881
158,assam,2018,2,781009,5216
159,assam,2018,2,781028,5010
160,assam,2018,4,781032,17802
161,assam,2018,4,781022,13976
162,assam,2018,4,781001,12969
163,assam,2018,4,781038,11283
164,assam,2018,4,785001,10937
165,assam,2018,4,783380,10374
166,assam,2018,4,781011,10054
167,assam,2018,4,786001,9765
168,assam,2018,4,781028,8801
169,assam,2018,4,781019,8559
170,assam,2018,3,781032,13555
171,assam,2018,3,781022,10377
172,assam,2018,3,781001,10057
173,assam,2018,3,785001,8633
174,assam,2018,3,781038,8582
175,assam,2018,3,783380,8312
176,assam,2018,3,781011,7916
177,assam,2018,3,786001,7732
178,assam,2018,3,781028,6759
179,assam,2018,3,781009,6651
180,assam,2022,1,781032,60632
181,assam,2022,1,781022,48859
182,assam,2022,1,781001,44765
183,assam,2022,1,781038,39366
184,assam,2022,1,783380,38840
185,assam,2022,1,781011,36583
186,assam,2022,1,785001,35517
187,assam,2022,1,786001,34879
188,assam,2022,1,782435,32753
189,assam,2022,1,781028,32414
190,assam,2022,2,781032,63866
191,assam,2022,2,781022,51543
192,assam,2022,2,781001,47222
193,assam,2022,2,781038,41519
194,assam,2022,2,783380,41067
195,assam,2022,2,781011,38612
196,assam,2022,2,785001,37438
197,assam,2022,2,786001,36760
198,assam,2022,2,782435,34642
199,assam,2022,2,781028,34231
200,assam,2022,4,781032,70664
201,assam,2022,4,781022,57039
202,assam,2022,4,781001,52292
203,assam,2022,4,781038,45987
204,assam,2022,4,783380,45548
205,assam,2022,4,781011,42885
206,assam,2022,4,785001,41419
207,assam,2022,4,786001,40689
208,assam,2022,4,782435,38441
209,assam,2022,4,781028,37934
210,assam,2022,3,781032,67280
211,assam,2022,3,781022,54277
212,assam,2022,3,781001,49784
213,assam,2022,3,781038,43745
214,assam,2022,3,783380,43396
215,assam,2022,3,781011,40762
216,assam,2022,3,785001,39413
217,assam,2022,3,786001,38716
218,assam,2022,3,782435,36615
219,assam,2022,3,781028,36089
220,tripura,2023,1,799001,47966
221,tripura,2023,1,799003,39083
222,tripura,2023,1,799006,24513
223,tripura,2023,1,799102,22645
224,tripura,2023,1,799114,21041
225,tripura,2023,1,799002,20863
226,tripura,2023,1,799004,20432
227,tripura,2023,1,799155,18988
228,tripura,2023,1,799007,17910
229,tripura,2023,1,799205,17294
230,tripura,2023,2,799001,49774
231,tripura,2023,2,799003,40656
232,tripura,2023,2,799006,25471
233,tripura,2023,2,799102,23741
234,tripura,2023,2,799114,21944
235,tripura,2023,2,799002,21674
236,tripura,2023,2,799004,21308
237,tripura,2023,2,799155,19828
238,tripura,2023,2,799007,18612
239,tripura,2023,2,799205,18122
240,tripura,2020,1,799001,21861
241,tripura,2020,1,799003,18173
242,tripura,2020,1,799006,10847
243,tripura,2020,1,799002,9526
244,tripura,2020,1,799102,9306
245,tripura,2020,1,799114,9131
246,tripura,2020,1,799004,8844
247,tripura,2020,1,799155,8712
248,tripura,2020,1,799007,8417
249,tripura,2020,1,799205,7325
250,tripura,2020,2,799001,23830
251,tripura,2020,2,799003,19686
252,tripura,2020,2,799006,11961
253,tripura,2020,2,799102,10583
254,tripura,2020,2,799002,10419
255,tripura,2020,2,799114,10138
256,tripura,2020,2,799004,9850
257,tripura,2020,2,799155,9468
258,tripura,2020,2,799007,9103
259,tripura,2020,2,799205,8237
260,tripura,2020,4,799001,28351
261,tripura,2020,4,799003,23114
262,tripura,2020,4,799006,14333
263,tripura,2020,4,799102,12945
264,tripura,2020,4,799002,12369
265,tripura,2020,4,799114,12123
266,tripura,2020,4,799004,11861
267,tripura,2020,4,799155,11111
268,tripura,2020,4,799007,10586
269,tripura,2020,4,799205,9999
270,tripura,2020,3,799001,26184
271,tripura,2020,3,799003,21525
272,tripura,2020,3,799006,13199
273,tripura,2020,3,799102,11961
274,tripura,2020,3,799002,11419
275,tripura,2020,3,799114,11221
276,tripura,2020,3,799004,10988
277,tripura,2020,3,799155,10417
278,tripura,2020,3,799007,9861
279,tripura,2020,3,799205,9264
280,tripura,2019,1,799001,14805
281,tripura,2019,1,799003,10956
282,tripura,2019,1,799006,7047
283,tripura,2019,1,799002,6123
284,tripura,2019,1,799155,5854
285,tripura,2019,1,799114,5790
286,tripura,2019,1,799102,5778
287,tripura,2019,1,799007,5767
288,tripura,2019,1,799004,5621
289,tripura,2019,1,799205,4515
290,tripura,2019,2,799001,16798
291,tripura,2019,2,799003,13483
292,tripura,2019,2,799006,8140
293,tripura,2019,2,799002,7125
294,tripura,2019,2,799102,6905
295,tripura,2019,2,799114,6796
296,tripura,2019,2,799155,6631
297,tripura,2019,2,799004,6606
298,tripura,2019,2,799007,6544
299,tripura,2019,2,799205,5381
300,tripura,2019,4,799001,20197
301,tripura,2019,4,799003,16676
302,tripura,2019,4,799006,9937
303,tripura,2019,4,799002,8739
304,tripura,2019,4,799102,8512
305,tripura,2019,4,799114,8365
306,tripura,2019,4,799004,8090
307,tripura,2019,4,799155,8025
308,tripura,2019,4,799007,7836
309,tripura,2019,4,799205,6624
310,tripura,2019,3,799001,18755
311,tripura,2019,3,799003,15422
312,tripura,2019,3,799006,9187
313,tripura,2019,3,799002,8029
314,tripura,2019,3,799102,7680
315,tripura,2019,3,799114,7570
316,tripura,2019,3,799004,7391
317,tripura,2019,3,799007,7245
318,tripura,2019,3,799155,7186
319,tripura,2019,3,799205,6016
320,tripura,2021,1,799001,30415
321,tripura,2021,1,799003,24761
322,tripura,2021,1,799006,15407
323,tripura,2021,1,799102,13875
324,tripura,2021,1,799002,13259
325,tripura,2021,1,799114,12991
326,tripura,2021,1,799004,12718
327,tripura,2021,1,799155,11835
328,tripura,2021,1,799007,11404
329,tripura,2021,1,799205,10728
330,tripura,2021,2,799001,32443
331,tripura,2021,2,799003,26398
332,tripura,2021,2,799006,16480
333,tripura,2021,2,799102,14961
334,tripura,2021,2,799002,14184
335,tripura,2021,2,799114,13953
336,tripura,2021,2,799004,13618
337,tripura,2021,2,799155,12688
338,tripura,2021,2,799007,12171
339,tripura,2021,2,799205,11526
340,tripura,2021,4,799001,37053
341,tripura,2021,4,799003,30202
342,tripura,2021,4,799006,18860
343,tripura,2021,4,799102,17294
344,tripura,2021,4,799002,16156
345,tripura,2021,4,799114,16098
346,tripura,2021,4,799004,15668
347,tripura,2021,4,799155,14625
348,tripura,2021,4,799007,13875
349,tripura,2021,4,799205,13336
350,tripura,2021,3,799001,34754
351,tripura,2021,3,799003,28328
352,tripura,2021,3,799006,17676
353,tripura,2021,3,799102,16110
354,tripura,2021,3,799002,15161
355,tripura,2021,3,799114,15042
356,tripura,2021,3,799004,14630
357,tripura,2021,3,799155,13681
358,tripura,2021,3,799007,13030
359,tripura,2021,3,799205,12462
360,tripura,2018,1,799001,5309
361,tripura,2018,1,799003,3658
362,tripura,2018,1,799006,2495
363,tripura,2018,1,799007,2179
364,tripura,2018,1,799002,2177
365,tripura,2018,1,799004,1852
366,tripura,2018,1,799114,1733
367,tripura,2018,1,799102,1720
368,tripura,2018,1,799155,1491
369,tripura,2018,1,799205,1320
370,tripura,2018,2,799001,7739
371,tripura,2018,2,799003,5560
372,tripura,2018,2,799006,3607
373,tripura,2018,2,799002,3184
374,tripura,2018,2,799007,3184
375,tripura,2018,2,799004,2819
376,tripura,2018,2,799114,2609
377,tripura,2018,2,799102,2582
378,tripura,2018,2,799155,2382
379,tripura,2018,2,799205,2016
380,tripura,2018,4,799001,12625
381,tripura,2018,4,799003,9212
382,tripura,2018,4,799006,6036
383,tripura,2018,4,799002,5315
384,tripura,2018,4,799155,5088
385,tripura,2018,4,799007,5022
386,tripura,2018,4,799102,4865
387,tripura,2018,4,799114,4862
388,tripura,2018,4,799004,4839
389,tripura,2018,4,799205,3760
390,tripura,2018,3,799001,10116
391,tripura,2018,3,799003,7364
392,tripura,2018,3,799006,4766
393,tripura,2018,3,799002,4214
394,tripura,2018,3,799007,4058
395,tripura,2018,3,799155,3959
396,tripura,2018,3,799004,3792
397,tripura,2018,3,799102,3730
398,tripura,2018,3,799114,3713
399,tripura,2018,3,799205,2889
400,tripura,2022,1,799001,39256
401,tripura,2022,1,799003,31986
402,tripura,2022,1,799006,20017
403,tripura,2022,1,799102,18503
404,tripura,2022,1,799002,17110
405,tripura,2022,1,799114,17110
406,tripura,2022,1,799004,16672
407,tripura,2022,1,799155,15580
408,tripura,2022,1,799007,14684
409,tripura,2022,1,799205,14236
410,tripura,2022,2,799001,41385
411,tripura,2022,2,799003,33780
412,tripura,2022,2,799006,21113
413,tripura,2022,2,799102,19586
414,tripura,2022,2,799114,18129
415,tripura,2022,2,799002,18019
416,tripura,2022,2,799004,17628
417,tripura,2022,2,799155,16480
418,tripura,2022,2,799007,15483
419,tripura,2022,2,799205,14996
420,tripura,2022,4,799001,45881
421,tripura,2022,4,799003,37391
422,tripura,2022,4,799006,23420
423,tripura,2022,4,799102,21582
424,tripura,2022,4,799114,20070
425,tripura,2022,4,799002,19938
426,tripura,2022,4,799004,19534
427,tripura,2022,4,799155,18162
428,tripura,2022,4,799007,17130
429,tripura,2022,4,799205,16550
430,tripura,2022,3,799001,43603
431,tripura,2022,3,799003,35586
432,tripura,2022,3,799006,22254
433,tripura,2022,3,799102,20683
434,tripura,2022,3,799114,19108
435,tripura,2022,3,799002,19010
436,tripura,2022,3,799004,18606
437,tripura,2022,3,799155,17384
438,tripura,2022,3,799007,16301
439,tripura,2022,3,799205,15835
440,ladakh,2023,1,194104,24439
441,ladakh,2023,1,194101,21580
442,ladakh,2023,1,194201,16910
443,ladakh,2023,1,194103,8776
444,ladakh,2023,1,194107,7971
445,ladakh,2023,1,194401,7342
446,ladakh,2023,1,194102,5242
447,ladakh,2023,1,194105,4663
448,ladakh,2023,1,194106,3062
449,ladakh,2023,1,194109,2960
450,ladakh,2023,2,194104,25357
451,ladakh,2023,2,194101,22399
452,ladakh,2023,2,194201,17688
453,ladakh,2023,2,194103,9138
454,ladakh,2023,2,194107,8300
455,ladakh,2023,2,194401,7705
456,ladakh,2023,2,194102,5492
457,ladakh,2023,2,194105,4888
458,ladakh,2023,2,194106,3214
459,ladakh,2023,2,194109,3100
460,ladakh,2020,1,194104,10826
461,ladakh,2020,1,194101,9668
462,ladakh,2020,1,194201,7470
463,ladakh,2020,1,194107,3617
464,ladakh,2020,1,194103,3320
465,ladakh,2020,1,194401,3216
466,ladakh,2020,1,194102,2152
467,ladakh,2020,1,194105,1776
468,ladakh,2020,1,194106,1403
469,ladakh,2020,1,194703,1207
470,ladakh,2020,2,194104,11904
471,ladakh,2020,2,194101,10546
472,ladakh,2020,2,194201,8273
473,ladakh,2020,2,194107,3957
474,ladakh,2020,2,194103,3885
475,ladakh,2020,2,194401,3519
476,ladakh,2020,2,194102,2449
477,ladakh,2020,2,194105,2060
478,ladakh,2020,2,194106,1518
479,ladakh,2020,2,194703,1358
480,ladakh,2020,4,194104,14355
481,ladakh,2020,4,194101,12651
482,ladakh,2020,4,194201,9940
483,ladakh,2020,4,194103,5069
484,ladakh,2020,4,194107,4681
485,ladakh,2020,4,194401,4313
486,ladakh,2020,4,194102,3028
487,ladakh,2020,4,194105,2673
488,ladakh,2020,4,194106,1803
489,ladakh,2020,4,194109,1697
490,ladakh,2020,3,194104,13038
491,ladakh,2020,3,194101,11446
492,ladakh,2020,3,194201,8999
493,ladakh,2020,3,194103,4416
494,ladakh,2020,3,194107,4322
495,ladakh,2020,3,194401,3865
496,ladakh,2020,3,194102,2748
497,ladakh,2020,3,194105,2360
498,ladakh,2020,3,194106,1661
499,ladakh,2020,3,194703,1526
500,ladakh,2019,1,194104,6985
501,ladakh,2019,1,194101,5676
502,ladakh,2019,1,194201,4722
503,ladakh,2019,1,194107,2336
504,ladakh,2019,1,194401,1998
505,ladakh,2019,1,194103,1938
506,ladakh,2019,1,194102,1275
507,ladakh,2019,1,194105,1020
508,ladakh,2019,1,194106,902
509,ladakh,2019,1,194703,788
510,ladakh,2019,2,194104,8074
511,ladakh,2019,2,194101,6990
512,ladakh,2019,2,194201,5567
513,ladakh,2019,2,194107,2793
514,ladakh,2019,2,194103,2432
515,ladakh,2019,2,194401,2390
516,ladakh,2019,2,194102,1584
517,ladakh,2019,2,194105,1258
518,ladakh,2019,2,194106,1097
519,ladakh,2019,2,194703,949
520,ladakh,2019,4,194104,9875
521,ladakh,2019,4,194101,8791
522,ladakh,2019,4,194201,6838
523,ladakh,2019,4,194107,3321
524,ladakh,2019,4,194401,2945
525,ladakh,2019,4,194103,2850
526,ladakh,2019,4,194102,1873
527,ladakh,2019,4,194105,1501
528,ladakh,2019,4,194106,1304
529,ladakh,2019,4,194703,1054
530,ladakh,2019,3,194104,8972
531,ladakh,2019,3,194101,7968
532,ladakh,2019,3,194201,6210
533,ladakh,2019,3,194107,3004
534,ladakh,2019,3,194103,2647
535,ladakh,2019,3,194401,2601
536,ladakh,2019,3,194102,1723
537,ladakh,2019,3,194105,1386
538,ladakh,2019,3,194106,1162
539,ladakh,2019,3,194703,1014
540,ladakh,2021,1,194104,15511
541,ladakh,2021,1,194101,13620
542,ladakh,2021,1,194201,10674
543,ladakh,2021,1,194103,5484
544,ladakh,2021,1,194107,5026
545,ladakh,2021,1,194401,4631
546,ladakh,2021,1,194102,3256
547,ladakh,2021,1,194105,2886
548,ladakh,2021,1,194106,1933
549,ladakh,2021,1,194109,1854
550,ladakh,2021,2,194104,16585
551,ladakh,2021,2,194101,14606
552,ladakh,2021,2,194201,11446
553,ladakh,2021,2,194103,5935
554,ladakh,2021,2,194107,5397
555,ladakh,2021,2,194401,4964
556,ladakh,2021,2,194102,3499
557,ladakh,2021,2,194105,3111
558,ladakh,2021,2,194106,2070
559,ladakh,2021,2,194109,1998
560,ladakh,2021,4,194104,19007
561,ladakh,2021,4,194101,16834
562,ladakh,2021,4,194201,13309
563,ladakh,2021,4,194103,6889
564,ladakh,2021,4,194107,6240
565,ladakh,2021,4,194401,5862
566,ladakh,2021,4,194102,4093
567,ladakh,2021,4,194105,3639
568,ladakh,2021,4,194106,2420
569,ladakh,2021,4,194109,2397
570,ladakh,2021,3,194104,17813
571,ladakh,2021,3,194101,15772
572,ladakh,2021,3,194201,12397
573,ladakh,2021,3,194103,6415
574,ladakh,2021,3,194107,5819
575,ladakh,2021,3,194401,5438
576,ladakh,2021,3,194102,3811
577,ladakh,2021,3,194105,3389
578,ladakh,2021,3,194106,2243
579,ladakh,2021,3,194109,2193
580,ladakh,2018,1,194104,2329
581,ladakh,2018,1,194101,1584
582,ladakh,2018,1,194201,1397
583,ladakh,2018,1,194401,670
584,ladakh,2018,1,194107,641
585,ladakh,2018,1,194103,458
586,ladakh,2018,1,194102,353
587,ladakh,2018,1,194105,259
588,ladakh,2018,1,194106,255
589,ladakh,2018,1,194703,241
590,ladakh,2018,2,194104,3343
591,ladakh,2018,2,194101,2388
592,ladakh,2018,2,194201,2112
593,ladakh,2018,2,194107,984
594,ladakh,2018,2,194401,943
595,ladakh,2018,2,194103,655
596,ladakh,2018,2,194102,511
597,ladakh,2018,2,194105,361
598,ladakh,2018,2,194106,357
599,ladakh,2018,2,194703,342
600,ladakh,2018,4,194104,5767
601,ladakh,2018,4,194101,4561
602,ladakh,2018,4,194201,3824
603,ladakh,2018,4,194107,1913
604,ladakh,2018,4,194401,1632
605,ladakh,2018,4,194103,1460
606,ladakh,2018,4,194102,970
607,ladakh,2018,4,194105,800
608,ladakh,2018,4,194106,706
609,ladakh,2018,4,194703,640
610,ladakh,2018,3,194104,4461
611,ladakh,2018,3,194101,3292
612,ladakh,2018,3,194201,2882
613,ladakh,2018,3,194107,1385
614,ladakh,2018,3,194401,1264
615,ladakh,2018,3,194103,976
616,ladakh,2018,3,194102,717
617,ladakh,2018,3,194105,534
618,ladakh,2018,3,194106,519
619,ladakh,2018,3,194703,468
620,ladakh,2022,1,194104,20154
621,ladakh,2022,1,194101,17877
622,ladakh,2022,1,194201,14135
623,ladakh,2022,1,194103,7324
624,ladakh,2022,1,194107,6632
625,ladakh,2022,1,194401,6231
626,ladakh,2022,1,194102,4370
627,ladakh,2022,1,194105,3888
628,ladakh,2022,1,194106,2563
629,ladakh,2022,1,194109,2545
630,ladakh,2022,2,194104,21222
631,ladakh,2022,2,194101,18842
632,ladakh,2022,2,194201,14911
633,ladakh,2022,2,194103,7729
634,ladakh,2022,2,194107,7006
635,ladakh,2022,2,194401,6571
636,ladakh,2022,2,194102,4602
637,ladakh,2022,2,194105,4102
638,ladakh,2022,2,194106,2710
639,ladakh,2022,2,194109,2681
640,ladakh,2022,4,194104,23418
641,ladakh,2022,4,194101,20668
642,ladakh,2022,4,194201,16206
643,ladakh,2022,4,194103,8405
644,ladakh,2022,4,194107,7641
645,ladakh,2022,4,194401,7055
646,ladakh,2022,4,194102,5020
647,ladakh,2022,4,194105,4454
648,ladakh,2022,4,194106,2943
649,ladakh,2022,4,194109,2832
650,ladakh,2022,3,194104,22353
651,ladakh,2022,3,194101,19786
652,ladakh,2022,3,194201,15631
653,ladakh,2022,3,194103,8113
654,ladakh,2022,3,194107,7342
655,ladakh,2022,3,194401,6856
656,ladakh,2022,3,194102,4828
657,ladakh,2022,3,194105,4306
658,ladakh,2022,3,194106,2840
659,ladakh,2022,3,194109,2791
660,kerala,2023,1,682042,52947
661,kerala,2023,1,695001,52622
662,kerala,2023,1,682024,48663
663,kerala,2023,1,682025,44808
664,kerala,2023,1,682020,43203
665,kerala,2023,1,670645,41939
666,kerala,2023,1,682035,40564
667,kerala,2023,1,673592,38815
668,kerala,2023,1,682301,38160
669,kerala,2023,1,682032,38133
670,kerala,2023,2,682042,54820
671,kerala,2023,2,695001,54455
672,kerala,2023,2,682024,50392
673,kerala,2023,2,682025,46400
674,kerala,2023,2,682020,44692
675,kerala,2023,2,670645,43529
676,kerala,2023,2,682035,41999
677,kerala,2023,2,673592,40332
678,kerala,2023,2,682301,39558
679,kerala,2023,2,682032,39475
680,kerala,2020,1,682042,24196
681,kerala,2020,1,695001,23318
682,kerala,2020,1,682024,21814
683,kerala,2020,1,682025,19682
684,kerala,2020,1,682020,19029
685,kerala,2020,1,682035,18386
686,kerala,2020,1,682032,17081
687,kerala,2020,1,673032,16527
688,kerala,2020,1,682301,15989
689,kerala,2020,1,670645,15732
690,kerala,2020,2,682042,25856
691,kerala,2020,2,695001,25442
692,kerala,2020,2,682024,23419
693,kerala,2020,2,682025,21261
694,kerala,2020,2,682020,20457
695,kerala,2020,2,682035,19671
696,kerala,2020,2,670645,18592
697,kerala,2020,2,682032,18399
698,kerala,2020,2,673032,18059
699,kerala,2020,2,682301,17516
700,kerala,2020,4,682042,31620
701,kerala,2020,4,695001,31411
702,kerala,2020,4,682024,29392
703,kerala,2020,4,682025,26893
704,kerala,2020,4,682020,25856
705,kerala,2020,4,670645,24709
706,kerala,2020,4,682035,24248
707,kerala,2020,4,682032,22958
708,kerala,2020,4,673032,22837
709,kerala,2020,4,673592,22730
710,kerala,2020,3,682042,28485
711,kerala,2020,3,695001,28191
712,kerala,2020,3,682024,26104
713,kerala,2020,3,682025,23781
714,kerala,2020,3,682020,22893
715,kerala,2020,3,682035,21786
716,kerala,2020,3,670645,21694
717,kerala,2020,3,682032,20470
718,kerala,2020,3,673032,20253
719,kerala,2020,3,682301,20008
720,kerala,2019,1,682042,15428
721,kerala,2019,1,682024,13454
722,kerala,2019,1,695001,13156
723,kerala,2019,1,682025,11515
724,kerala,2019,1,682020,11406
725,kerala,2019,1,682035,10441
726,kerala,2019,1,682032,10331
727,kerala,2019,1,673032,9504
728,kerala,2019,1,682301,9471
729,kerala,2019,1,673004,8130
730,kerala,2019,2,682042,17514
731,kerala,2019,2,695001,15525
732,kerala,2019,2,682024,15397
733,kerala,2019,2,682025,13311
734,kerala,2019,2,682020,13276
735,kerala,2019,2,682035,12409
736,kerala,2019,2,682032,11984
737,kerala,2019,2,673032,11095
738,kerala,2019,2,682301,11074
739,kerala,2019,2,673016,9775
740,kerala,2019,4,682042,22058
741,kerala,2019,4,695001,20669
742,kerala,2019,4,682024,19609
743,kerala,2019,4,682025,17548
744,kerala,2019,4,682020,17137
745,kerala,2019,4,682035,16535
746,kerala,2019,4,682032,15426
747,kerala,2019,4,673032,14691
748,kerala,2019,4,682301,14302
749,kerala,2019,4,673016,13376
750,kerala,2019,3,682042,19670
751,kerala,2019,3,695001,18084
752,kerala,2019,3,682024,17413
753,kerala,2019,3,682025,15371
754,kerala,2019,3,682020,15188
755,kerala,2019,3,682035,14451
756,kerala,2019,3,682032,13667
757,kerala,2019,3,673032,12880
758,kerala,2019,3,682301,12671
759,kerala,2019,3,673016,11696
760,kerala,2021,1,682042,34103
761,kerala,2021,1,695001,33913
762,kerala,2021,1,682024,31763
763,kerala,2021,1,682025,29029
764,kerala,2021,1,682020,27924
765,kerala,2021,1,670645,26911
766,kerala,2021,1,682035,26156
767,kerala,2021,1,673592,24788
768,kerala,2021,1,673032,24778
769,kerala,2021,1,682032,24752
770,kerala,2021,2,682042,36378
771,kerala,2021,2,695001,36185
772,kerala,2021,2,682024,33834
773,kerala,2021,2,682025,30965
774,kerala,2021,2,682020,29826
775,kerala,2021,2,670645,28806
776,kerala,2021,2,682035,27927
777,kerala,2021,2,673592,26554
778,kerala,2021,2,682032,26390
779,kerala,2021,2,673032,26355
780,kerala,2021,4,682042,41448
781,kerala,2021,4,695001,41207
782,kerala,2021,4,682024,38351
783,kerala,2021,4,682025,35172
784,kerala,2021,4,682020,33886
785,kerala,2021,4,670645,32968
786,kerala,2021,4,682035,31716
787,kerala,2021,4,673592,30447
788,kerala,2021,4,682032,30009
789,kerala,2021,4,673032,29788
790,kerala,2021,3,682042,38880
791,kerala,2021,3,695001,38710
792,kerala,2021,3,682024,36108
793,kerala,2021,3,682025,33080
794,kerala,2021,3,682020,31859
795,kerala,2021,3,670645,30931
796,kerala,2021,3,682035,29804
797,kerala,2021,3,673592,28563
798,kerala,2021,3,682032,28166
799,kerala,2021,3,673032,28073
800,kerala,2018,1,682042,6594
801,kerala,2018,1,682024,5559
802,kerala,2018,1,695001,4654
803,kerala,2018,1,682025,4572
804,kerala,2018,1,682020,4402
805,kerala,2018,1,682035,4009
806,kerala,2018,1,673032,3987
807,kerala,2018,1,682032,3908
808,kerala,2018,1,682301,3613
809,kerala,2018,1,673016,3347
810,kerala,2018,2,682042,8512
811,kerala,2018,2,682024,7234
812,kerala,2018,2,695001,6380
813,kerala,2018,2,682025,6000
814,kerala,2018,2,682020,5919
815,kerala,2018,2,682035,5368
816,kerala,2018,2,682032,5259
817,kerala,2018,2,673032,5180
818,kerala,2018,2,682301,4777
819,kerala,2018,2,673016,4453
820,kerala,2018,4,682042,13083
821,kerala,2018,4,682024,11303
822,kerala,2018,4,695001,10807
